v1,v2
ham,Flipkart: Your package will arrive tomorrow.
spam,India Post: Parcel held due to address issue. Pay Rs.49 to redeliver: tinyurl.com/postAxis
ham,OTP for Paytm login: 82684. Do not share.
spam,Device infected! Call Microsoft 1800HDFC now to fix. Urgent! Click now or lose access. http://secure-link387.in
ham,Your Google verification code is 29020. Never share.
spam,Your SIM will be deactivated in 2hrs. Port now: 98xxxxxxxx Urgent! Click now or lose access.
spam,Traffic challan Rs.HDFC. Pay or vehicle seized: paytm.me/ch902 Urgent! Click now or lose access. http://secure-link421.in
spam,SBI/HDFC Alert: Suspicious activity. Share OTP to verify or account frozen. Call 1800222242 http://secure-link900.in
spam,Traffic challan Rs.Union. Pay or vehicle seized: paytm.me/ch819
ham,Your Google verification code is 88275. Never share.
ham,Swiggy order on the way ETA 15 min
spam,Papa accident. Transfer Rs.5000 urgently to this number. Urgent! Click now or lose access. http://secure-link247.in
ham,Meeting at 4PM today bro. Confirm?
spam,India Post: Parcel held due to address issue. Pay Rs.49 to redeliver: tinyurl.com/postHDFC Urgent! Click now or lose access.
spam,Income tax refund ₹25000 pending. Share PAN now bit.ly/urgent
ham,Airtel Thanks: Bill paid Rs.499.
spam,"Instant loan ₹50,000 approved! OTP to disburse: call 1800Axis Urgent! Click now or lose access. http://secure-link966.in"
ham,OTP for Paytm login: 68350. Do not share.
spam,Your SIM will be deactivated in 2hrs. Port now: 98xxxxxxxx
spam,Flipkart lucky draw winner! ₹5000 gift. Click bit.ly/winAxis
spam,SBI/HDFC Alert: Suspicious activity. Share OTP to verify or account frozen. Call 1800222242 http://secure-link157.in
spam,Your device has virus. Install this app to clean
ham,Your Google verification code is 89567. Never share.
spam,Your bank account needs urgent KYC update else blocked in 24hrs. Link: securebankAxis.in Urgent! Click now or lose access.
spam,Aadhaar KYC pending. Update or PAN frozen: aadhaar.gov.verifySBI Urgent! Click now or lose access. http://secure-link762.in
spam,"Instant loan ₹50,000 approved! OTP to disburse: call 1800Axis http://secure-link490.in"
ham,OTP for Paytm login: 31396. Do not share.
ham,Airtel Thanks: Bill paid Rs.499.
ham,Bro where are you?
spam,Device infected! Call Microsoft 1800Axis now to fix.
spam,Free iPhone 16 offer. Limited stock: amazon-fake.in/luxHDFC
ham,"A/c *0966 Debited for Rs.10.00 on 17-03-2026 08:28:05 by Mob Bk ref no 474427685418 Avl Bal Rs:451.74.If not you, Call 1800222243 -Union Bank of India"
ham,OTP for Paytm login: 68550. Do not share.
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
ham,Happy Birthday bhai 🎉
ham,OTP for Paytm login: 39264. Do not share.
spam,Happy New Year 2026 🎊 Personalised card from family. Open: bit.ly/nygiftAxis (malware risk) Urgent! Click now or lose access.
spam,🎉 Congratulations! You won ₹SBI lakh. Claim now: goo.gl/claim258 Share bank details http://secure-link449.in
ham,Happy Birthday bhai 🎉
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
ham,Airtel Thanks: Bill paid Rs.499.
ham,Meeting at 4PM today bro. Confirm?
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
spam,Happy New Year 2026 🎊 Personalised card from family. Open: bit.ly/nygiftHDFC (malware risk)
ham,Your Google verification code is 81482. Never share.
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
spam,India Post: Parcel held due to address issue. Pay Rs.49 to redeliver: tinyurl.com/postSBI
spam,Device infected! Call Microsoft 1800Axis now to fix. http://secure-link810.in
spam,Amazon delivery failed. Call 1800SBI or order cancelled. http://secure-link138.in
spam,Happy New Year 2026 🎊 Personalised card from family. Open: bit.ly/nygiftAxis (malware risk) Urgent! Click now or lose access.
spam,Amazon delivery failed. Call 1800Union or order cancelled. Urgent! Click now or lose access.
ham,"A/c *0966 Debited for Rs.10.00 on 17-03-2026 08:28:05 by Mob Bk ref no 474427685418 Avl Bal Rs:451.74.If not you, Call 1800222243 -Union Bank of India"
ham,OTP for Paytm login: 15232. Do not share.
spam,"Instant loan ₹50,000 approved! OTP to disburse: call 1800HDFC http://secure-link652.in"
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
spam,Electricity bill overdue Rs.SBI. Pay now or power cut: pay.bill587.in
ham,Airtel Thanks: Bill paid Rs.499.
spam,Happy New Year 2026 🎊 Personalised card from family. Open: bit.ly/nygiftSBI (malware risk)
ham,Airtel Thanks: Bill paid Rs.499.
spam,Amazon delivery failed. Call 1800SBI or order cancelled. Urgent! Click now or lose access.
spam,Device infected! Call Microsoft 1800SBI now to fix. Urgent! Click now or lose access.
spam,SBI/HDFC Alert: Suspicious activity. Share OTP to verify or account frozen. Call 1800222242 http://secure-link101.in
ham,Happy Birthday bhai 🎉
spam,Traffic challan Rs.Union. Pay or vehicle seized: paytm.me/ch864 Urgent! Click now or lose access. http://secure-link177.in
ham,Flipkart: Your package will arrive tomorrow.
ham,Swiggy order on the way ETA 15 min
ham,Airtel Thanks: Bill paid Rs.499.
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
ham,Airtel Thanks: Bill paid Rs.499.
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
spam,Device infected! Call Microsoft 1800Axis now to fix. Urgent! Click now or lose access. http://secure-link525.in
ham,"A/c *0966 Debited for Rs.10.00 on 17-03-2026 08:28:05 by Mob Bk ref no 474427685418 Avl Bal Rs:451.74.If not you, Call 1800222243 -Union Bank of India"
spam,New Year reward ₹1000 from Jio. Claim gift link bit.ly/urgent
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
spam,🎉 Congratulations! You won ₹SBI lakh. Claim now: goo.gl/claim371 Share bank details Urgent! Click now or lose access.
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
spam,New Year reward ₹1000 from Jio. Claim gift link bit.ly/urgent
ham,Meeting at 4PM today bro. Confirm?
ham,Happy Birthday bhai 🎉
spam,India Post: Parcel held due to address issue. Pay Rs.49 to redeliver: tinyurl.com/postUnion
ham,Happy Birthday bhai 🎉
ham,Flipkart: Your package will arrive tomorrow.
ham,Happy Birthday bhai 🎉
ham,Meeting postponed to tomorrow
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
spam,Electricity bill overdue Rs.Union. Pay now or power cut: pay.bill816.in http://secure-link924.in
ham,Amazon order #AMZ79606 delivered successfully. Rate now.
spam,New Year reward ₹1000 from Jio. Claim gift link
spam,SBI/HDFC Alert: Suspicious activity. Share OTP to verify or account frozen. Call 1800222242 Urgent! Click now or lose access. http://secure-link155.in
ham,Airtel Thanks: Bill paid Rs.499.
ham,Airtel Thanks: Bill paid Rs.499.
spam,Amazon delivery failed. Call 1800Axis or order cancelled. http://secure-link276.in
spam,Free iPhone 16 offer. Limited stock: amazon-fake.in/luxUnion Urgent! Click now or lose access.
ham,Bro where are you?
ham,Your Google verification code is 62161. Never share.
spam,Happy New Year 2026 🎊 Personalised card from family. Open: bit.ly/nygiftUnion (malware risk)
spam,Happy New Year 2026 🎊 Personalised card from family. Open: bit.ly/nygiftAxis (malware risk)
ham,Happy Birthday bhai 🎉
spam,New Year reward ₹1000 from Jio. Claim gift link bit.ly/urgent
spam,🎉 Congratulations! You won ₹Union lakh. Claim now: goo.gl/claim814 Share bank details
spam,Aadhaar KYC pending. Update or PAN frozen: aadhaar.gov.verifySBI http://secure-link880.in
ham,Happy Birthday bhai 🎉
spam,Your device has virus. Install this app to clean
spam,Work from home job ₹2000/day. Send Rs.499 registration: whatsapp.me/jobAxis http://secure-link479.in
ham,Your Google verification code is 23193. Never share.
ham,Meeting at 4PM today bro. Confirm?
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
spam,Your SIM will be deactivated in 2hrs. Port now: 98xxxxxxxx http://secure-link632.in
spam,India Post: Parcel held due to address issue. Pay Rs.49 to redeliver: tinyurl.com/postAxis
spam,Your bank account needs urgent KYC update else blocked in 24hrs. Link: securebankUnion.in
ham,Your Google verification code is 77610. Never share.
ham,Amazon order #AMZ49488 delivered successfully. Rate now.
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
ham,OTP for Paytm login: 92163. Do not share.
ham,Airtel Thanks: Bill paid Rs.499.
ham,Your Google verification code is 54487. Never share.
spam,Traffic challan Rs.HDFC. Pay or vehicle seized: paytm.me/ch272 Urgent! Click now or lose access. http://secure-link713.in
ham,Airtel Thanks: Bill paid Rs.499.
spam,Papa accident. Transfer Rs.5000 urgently to this number. Urgent! Click now or lose access. http://secure-link185.in
ham,Amazon order #AMZ50089 delivered successfully. Rate now.
spam,Income tax refund ₹25000 pending. Share PAN now
ham,Bro where are you?
spam,SBI/HDFC Alert: Suspicious activity. Share OTP to verify or account frozen. Call 1800222242 Urgent! Click now or lose access. http://secure-link681.in
ham,Flipkart: Your package will arrive tomorrow.
spam,Free iPhone 16 offer. Limited stock: amazon-fake.in/luxAxis Urgent! Click now or lose access.
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
spam,KYC registration of random person detected on your number. Verify: link bit.ly/urgent
spam,Work from home job ₹2000/day. Send Rs.499 registration: whatsapp.me/jobAxis Urgent! Click now or lose access.
ham,Your Google verification code is 11274. Never share.
ham,"A/c *0966 Debited for Rs.10.00 on 17-03-2026 08:28:05 by Mob Bk ref no 474427685418 Avl Bal Rs:451.74.If not you, Call 1800222243 -Union Bank of India"
ham,Amazon order #AMZ8890 delivered successfully. Rate now.
spam,SBI/HDFC Alert: Suspicious activity. Share OTP to verify or account frozen. Call 1800222242 Urgent! Click now or lose access.
ham,Meeting at 4PM today bro. Confirm?
ham,Amazon order #AMZ68917 delivered successfully. Rate now.
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
ham,Meeting at 4PM today bro. Confirm?
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
spam,Device infected! Call Microsoft 1800Union now to fix.
ham,Flipkart: Your package will arrive tomorrow.
spam,India Post: Parcel held due to address issue. Pay Rs.49 to redeliver: tinyurl.com/postUnion Urgent! Click now or lose access.
spam,"Instant loan ₹50,000 approved! OTP to disburse: call 1800HDFC Urgent! Click now or lose access."
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
spam,Free iPhone 16 offer. Limited stock: amazon-fake.in/luxHDFC http://secure-link419.in
spam,Papa accident. Transfer Rs.5000 urgently to this number.
spam,Aadhaar KYC pending. Update or PAN frozen: aadhaar.gov.verifyUnion Urgent! Click now or lose access.
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
spam,Free iPhone 16 offer. Limited stock: amazon-fake.in/luxHDFC Urgent! Click now or lose access.
spam,Aadhaar KYC pending. Update or PAN frozen: aadhaar.gov.verifyHDFC
spam,Happy New Year 2026 🎊 Personalised card from family. Open: bit.ly/nygiftSBI (malware risk)
spam,Electricity bill overdue Rs.HDFC. Pay now or power cut: pay.bill653.in
ham,Happy Birthday bhai 🎉
spam,Free iPhone 16 offer. Limited stock: amazon-fake.in/luxSBI http://secure-link453.in
ham,Amazon order #AMZ96565 delivered successfully. Rate now.
spam,Traffic challan Rs.Union. Pay or vehicle seized: paytm.me/ch279
spam,Happy New Year 2026 🎊 Personalised card from family. Open: bit.ly/nygiftSBI (malware risk)
spam,Flipkart lucky draw winner! ₹5000 gift. Click bit.ly/winSBI Urgent! Click now or lose access.
spam,India Post: Parcel held due to address issue. Pay Rs.49 to redeliver: tinyurl.com/postSBI Urgent! Click now or lose access.
spam,Aadhaar KYC pending. Update or PAN frozen: aadhaar.gov.verifyHDFC http://secure-link114.in
ham,Your Google verification code is 55443. Never share.
spam,Free iPhone 16 offer. Limited stock: amazon-fake.in/luxHDFC Urgent! Click now or lose access.
ham,Happy Birthday bhai 🎉
spam,Electricity bill overdue Rs.Union. Pay now or power cut: pay.bill743.in http://secure-link910.in
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
spam,Income tax refund ₹25000 pending. Share PAN now bit.ly/urgent
spam,"Dear customer, your Union account will be blocked today. Update KYC immediately: bit.ly/890. Do not ignore!"
ham,"A/c *0966 Debited for Rs.10.00 on 17-03-2026 08:28:05 by Mob Bk ref no 474427685418 Avl Bal Rs:451.74.If not you, Call 1800222243 -Union Bank of India"
ham,Your Google verification code is 83205. Never share.
spam,Electricity bill overdue Rs.SBI. Pay now or power cut: pay.bill222.in http://secure-link713.in
spam,Your SIM will be deactivated in 2hrs. Port now: 98xxxxxxxx Urgent! Click now or lose access. http://secure-link818.in
ham,Meeting at 4PM today bro. Confirm?
ham,Your Google verification code is 17719. Never share.
spam,Device infected! Call Microsoft 1800HDFC now to fix.
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
spam,🎉 Congratulations! You won ₹HDFC lakh. Claim now: goo.gl/claim793 Share bank details Urgent! Click now or lose access.
spam,"Instant loan ₹50,000 approved! OTP to disburse: call 1800HDFC http://secure-link444.in"
ham,Airtel Thanks: Bill paid Rs.499.
spam,Aadhaar KYC pending. Update or PAN frozen: aadhaar.gov.verifyAxis
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
ham,Meeting postponed to tomorrow
spam,New Year reward ₹1000 from Jio. Claim gift link bit.ly/urgent
spam,Happy New Year 2026 🎊 Personalised card from family. Open: bit.ly/nygiftSBI (malware risk)
ham,Airtel Thanks: Bill paid Rs.499.
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
ham,Airtel Thanks: Bill paid Rs.499.
spam,Your bank account needs urgent KYC update else blocked in 24hrs. Link: securebankUnion.in
ham,OTP for Paytm login: 67764. Do not share.
spam,Income tax refund ₹25000 pending. Share PAN now bit.ly/urgent
ham,UPI payment successful Rs.299
spam,Your SIM will be deactivated in 2hrs. Port now: 98xxxxxxxx Urgent! Click now or lose access. http://secure-link739.in
spam,"Dear customer, your SBI account will be blocked today. Update KYC immediately: bit.ly/652. Do not ignore! Urgent! Click now or lose access."
spam,Your SIM will be deactivated in 2hrs. Port now: 98xxxxxxxx http://secure-link596.in
spam,Traffic challan Rs.HDFC. Pay or vehicle seized: paytm.me/ch265 http://secure-link684.in
spam,India Post: Parcel held due to address issue. Pay Rs.49 to redeliver: tinyurl.com/postUnion
ham,Flipkart: Your package will arrive tomorrow.
spam,Your SIM will be deactivated in 2hrs. Port now: 98xxxxxxxx
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
ham,Swiggy order on the way ETA 15 min
spam,Device infected! Call Microsoft 1800HDFC now to fix.
spam,Electricity bill overdue Rs.Union. Pay now or power cut: pay.bill298.in
spam,Your bank account needs urgent KYC update else blocked in 24hrs. Link: securebankAxis.in http://secure-link802.in
spam,"Dear customer, your HDFC account will be blocked today. Update KYC immediately: bit.ly/223. Do not ignore!"
spam,India Post: Parcel held due to address issue. Pay Rs.49 to redeliver: tinyurl.com/postSBI
spam,"Dear customer, your HDFC account will be blocked today. Update KYC immediately: bit.ly/318. Do not ignore!"
spam,Amazon delivery failed. Call 1800HDFC or order cancelled. Urgent! Click now or lose access. http://secure-link887.in
spam,Your bank account needs urgent KYC update else blocked in 24hrs. Link: securebankHDFC.in
ham,Happy Birthday bhai 🎉
spam,Your device has virus. Install this app to clean bit.ly/urgent
spam,Your bank account needs urgent KYC update else blocked in 24hrs. Link: securebankHDFC.in http://secure-link313.in
spam,Happy New Year 2026 🎊 Personalised card from family. Open: bit.ly/nygiftHDFC (malware risk) Urgent! Click now or lose access.
ham,Meeting at 4PM today bro. Confirm?
spam,Free iPhone 16 offer. Limited stock: amazon-fake.in/luxAxis Urgent! Click now or lose access. http://secure-link319.in
ham,"A/c *0966 Debited for Rs.10.00 on 17-03-2026 08:28:05 by Mob Bk ref no 474427685418 Avl Bal Rs:451.74.If not you, Call 1800222243 -Union Bank of India"
